id,sentence,e1_pos,e2_pos,relation,label
4295,it is an official document providing proof of ownership of a motor vehicle,4,6,"Message-Topic(e1,e2)",1
4296,our country is resolving the war and poverty caused by the previous administration,7,12,"Cause-Effect(e2,e1)",10
4297,"i had to battle through an aurora of polar bears to get to the station , where all the trains were cancelled and the one that i finally got took 37 hours to get to london , where there is no snow and it is about 20c like a summer day",6,8,"Member-Collection(e2,e1)",16
4298,22 traditional dancing ensembles participated in the festival of razlog,3,7,Other,0
4299,"this area is part of the association cortex , regions of the brain responsible for incorporating and synthesizing information from multiple other brain regions",1,7,"Component-Whole(e1,e2)",11
4300,"secondly , the soundboard contributes much more to the timbre underneath the keyboard because it is less obscured by the piano 's framework and hammer mechanism",20,22,"Component-Whole(e2,e1)",12
4301,a man had a psychotic episode when he put his baby daughter in a microwave,11,14,"Entity-Destination(e1,e2)",7
4302,doctors have inserted ghg mitigation into the prescriptions,4,7,"Entity-Destination(e1,e2)",7
4303,"no one found the handcuff key , which was hidden in a small pouch in his gym shorts",5,13,"Content-Container(e1,e2)",17
4304,she just poured half a bottle of water into her lunch plate and all over the table,7,11,"Entity-Destination(e1,e2)",7
4305,the incoming mails are sent to queue servers,2,7,"Entity-Destination(e1,e2)",7
4306,"tina moeckel and gail coakley have been with the guild for 17 years , have sons and daughters who they have danced with onstage , worked with backstage , and belong to a sisterhood of women dancers , now lifelong friends",33,36,"Member-Collection(e2,e1)",16
4307,"for registration purposes , the property in a vessel is divided into 64 indivisible shares",5,8,Other,0
4308,"the buffs once again lacked playmakers , the wide receivers could n't get open , the offense went away from the running game early",16,22,Other,0
4309,"an emerging category is `` podcasting '' , in which users generate content for widespread download on portable mp3 players",10,12,"Product-Producer(e2,e1)",4
4310,the script was drawn from his own childhood when he felt that his father could n't understand his feelings and emotions,1,7,"Entity-Origin(e1,e2)",13
4311,"along with lots of padding , a treat wrapped inside a towel was put inside the seat of the stuntman 's pants to entice the dog to bite the padded part",7,11,"Content-Container(e1,e2)",17
4312,38 of the world 's generated electrical energy is gained from coal,8,12,"Entity-Origin(e1,e2)",13
4313,the pain was radiating from the contraction out to my hips and back and then down both my legs all the way to my toes,1,6,"Cause-Effect(e2,e1)",10
4314,they have placed corpses into shallow graves along with stone tools,3,6,"Entity-Destination(e1,e2)",7
4315,the problems of crime and the quality of justice have become central issues in public debate,1,15,"Message-Topic(e2,e1)",2
4316,farmers till their fields with implements which europeans know only from museums,0,5,"Instrument-Agency(e2,e1)",6
4317,"the citizens remained in their houses , and only vagabonds , the scum of various nationalities , and spies were about women were not to be seen , or only such as belonged to the dregs of society",12,15,Other,0
4318,"hardcore country cats are happy to live in the shed or the chicken house , or a nest deep inside a straw stack",21,22,Other,0
4319,the study demonstrates that ultrasound is a reliable and great efficiency tool for the fast extraction of korean pine seed oil,19,20,"Entity-Origin(e2,e1)",14
4320,"the fresh muslim anger has been caused by the opening speech delivered by pope benedict xvi on september 12 , 2006",3,10,"Cause-Effect(e2,e1)",10
4321,i milked their evening drink for them and then found them asleep,3,4,Other,0
4322,cold sores or fever blisters are caused by the herpes simplex virus and are usually relatively easy to identify,0,11,"Cause-Effect(e2,e1)",10
4323,the trainer touched the scorpion lightly with the end of a straw and it lifted its tail up,1,8,"Instrument-Agency(e2,e1)",6
4324,"suddenly , they were in oxford street , amid a throng of shoppers",10,12,"Member-Collection(e2,e1)",16
4325,the head phone of the ear pad system is provided with a head band which is formed into an approximately u shape mounted on a head top portion of a user,1,6,"Component-Whole(e1,e2)",11
4326,"the coat was evolved from the cassock , a loose , knee length coat with buttons all the way down the front",1,6,"Entity-Origin(e1,e2)",13
4327,many japanese companies have been moving into developing countries for cheap labor,2,8,"Entity-Destination(e1,e2)",7
4328,his parents have been dragged into his alleged life insurance fraud,1,10,Other,0
4329,"the canadian author 's sixth book is a domestic tragicomedy about love , alcoholism and failed families",2,5,"Product-Producer(e2,e1)",4
4330,it creates projects having to do with social justice and environmental justice,2,7,"Message-Topic(e1,e2)",1
4331,biology is the natural science concerned with the study of life and living organisms,3,8,Other,0
4332,sounds like the rug got pulled out from the original plans,3,10,"Entity-Origin(e1,e2)",13
4333,she formed the dough into a round loaf and placed the dough in a greased nine inch metal pie pan,11,17,"Entity-Destination(e1,e2)",7
4334,this predictable dynamic has recently been established in the research literature,2,10,"Message-Topic(e2,e1)",2
4335,"some of them breed in the rice field , while other fish enter the field through tidal action",10,15,Other,0
4336,the plastic bottle contained a working `` shake n bake '' method meth lab,1,10,"Content-Container(e2,e1)",18
4337,editor resigns from student newspaper after publication of controversial cartoon,0,4,"Entity-Origin(e1,e2)",13
4338,"in a staggering lapse of judgment , the national research council let its panel of hydrogen advocates publish a deeply flawed report trashing plug in hybrids",13,16,"Member-Collection(e2,e1)",16
4339,real shepherds use trebuchets,1,3,"Instrument-Agency(e2,e1)",6
4340,this particular elliptical machine has a dual grip heart rate monitor so that when you get the power intensity ramp on full stride you can keep track of how your heart is reacting to your workout,3,10,"Component-Whole(e2,e1)",12
4341,"that car had a number of gps sensors and lasers , a camera , and other equipment to help it make its way through the course",1,12,"Component-Whole(e2,e1)",12
4342,the elevator operator is a meditation on the simultaneous power and futility of hope,1,2,"Instrument-Agency(e1,e2)",5
4343,"the gatotsu stance itself is done by holding the blade by the hilt in the left hand , and poising the right hand above the tip of the blade",9,12,"Component-Whole(e2,e1)",12
4344,a gunman pumped a bullet into his right leg and fled his northwest side convenience store with several hundred dollars,1,8,Other,0
4345,"for the zillionth time in a hindi film , a bride runs away from the pheras on her wedding day",10,15,"Entity-Origin(e1,e2)",13
4346,"as the little black train goes from station to station , driver zach picks up more and more silly passengers",4,7,"Entity-Origin(e1,e2)",13
4347,"this is facilitated through regular colloquia on the subject of language and society , as well as through a diverse curriculum of courses offered toward the clasp graduate certificate",5,10,"Message-Topic(e1,e2)",1
4348,"so when the plants came up and bore grain , then the weeds appeared also",3,8,"Product-Producer(e2,e1)",4
4349,"overall , the findings on class work discourse point out invariant teacher student interactions",3,12,"Message-Topic(e1,e2)",1
4350,"an attorney of law and his two sons who are public prosecutors , accompanied by a mob of about 50 thugs attacked an historical roman orthodox church in rasheed , egypt",16,20,"Member-Collection(e2,e1)",16
4351,the inquiry was confined to investigating marine safety issues,1,7,"Message-Topic(e1,e2)",1
4352,"her son , trent , remade for his father the dish cooked at the school that day",1,10,"Product-Producer(e2,e1)",4
4353,"in the past three to four years , many industry people have come into the venture world",10,16,"Entity-Destination(e1,e2)",7
4354,and those are guys running on the exact same legs made by the same company,9,14,"Product-Producer(e1,e2)",3
4355,the quarrel during the night of the crime was caused by money,1,11,"Cause-Effect(e2,e1)",10
4356,the manuscript has been the object of intense study by many professional and amateur cryptographers,1,8,Other,0
4357,"shigang chen and liman wei , both of santa clara , calif , and partha bhattacharya of cupertino , calif , have developed a method for removing redundancies from a list of data structures",30,32,"Member-Collection(e2,e1)",16
4358,it was a concept car displayed by bmw in 2007 at several international motor shows,3,13,"Component-Whole(e1,e2)",11
4359,infamous criminal 's skull was handed over to the authorities,3,9,"Entity-Destination(e1,e2)",7
4360,sinusitis is the inflammation of the sinuses caused by a bacterial infection,0,11,"Cause-Effect(e2,e1)",10
4361,enigmatic discoveries of dark matter a few decades ago and of dark energy a few years ago have thrown physics into turmoil,19,21,Other,0
4362,"notwithstanding the use of special assembly techniques , it is currently quite common to find , downstream of the assembly line , known radiator caps with the small spring of the low pressure valve imperfectly aligned with one of its necessary bearing surfaces and or with the shutter , which leads to unpredictable operation of the radiator cap and consequent rejection of the product",28,32,"Component-Whole(e1,e2)",11
4363,another worker with a long straight edge plank screens over the wall to remove any bumps,1,6,"Instrument-Agency(e2,e1)",6
